s11,s22,s12,r_calc,theta_deg,phi_deg,theta_rad,phi_rad
-0.14966002,0.9882446,-0.031217411,1.0,98.61145,91.78891,1.7210946,1.6020188
-0.22332007,0.85934216,0.46006438,1.0,104.56741,62.608734,1.8250457,1.0927286
0.42121738,0.88121337,-0.21456696,1.0,64.45234,102.390114,1.1249056,1.7870448
-0.14811207,-0.97900146,-0.14006776,1.0,261.397,98.051765,4.5622387,1.7113262
-0.64453536,0.05812317,0.762362,1.0,174.84709,40.327126,3.0516577,0.70384115
-0.68654454,-0.6918922,-0.22347674,1.0,225.22227,102.913315,3.9308705,1.7961763
0.57546395,-0.0026913495,0.8178227,1.0,359.73203,35.13257,6.2785087,0.613179
0.46308777,-0.33669832,-0.81986827,1.0,323.9801,145.07161,5.65452,2.5319774
0.80996114,-0.47256052,0.34734637,1.0,329.73917,69.674904,5.7550344,1.2160566
-0.3665986,-0.5377315,0.7592432,0.99999994,235.71577,40.602467,4.1140165,0.7086468
0.6228184,0.06879713,-0.77933574,1.0,6.303393,141.1998,0.11001497,2.4644015
-0.7234122,0.34445718,0.5983511,1.0,154.53825,53.248104,2.6972015,0.9293548
0.8802618,0.0505112,0.47179213,1.0,3.284146,61.84931,0.057319164,1.0794742
-0.4713136,0.2642477,-0.84144914,1.0,150.72229,147.29346,2.6306005,2.570756
-0.104756154,0.7206971,0.6852896,1.0,98.27024,46.74161,1.7151394,0.81579506
-0.13631743,0.9089799,-0.39392015,1.0,98.528946,113.19864,1.7196546,1.975689
0.6831051,0.71025574,-0.17001233,1.0,46.116306,99.788536,0.80488145,1.7416385
0.55722827,-0.8066395,-0.19705173,0.99999994,304.6368,101.36461,5.3169155,1.7691462
0.3144407,-0.66461265,0.67780316,1.0,295.3197,47.32779,5.1543016,0.8260258
-0.5642692,0.72409624,-0.39659157,0.99999994,127.928345,113.36527,2.232771,1.9785974
-0.5226415,-0.49868762,-0.6914886,0.99999994,223.65645,133.74806,3.9035416,2.3343441
0.5559351,0.6258436,0.54704297,1.0,48.385406,56.835617,0.8444847,0.9919687
0.3568087,-0.6616085,-0.6595163,1.0,298.3382,131.26299,5.206984,2.2909715
-0.7330118,0.0005661336,-0.6802157,1.0,179.95575,132.8605,3.1408205,2.3188534
-0.16440596,-0.3098007,0.9364797,1.0,242.04588,20.53147,4.224498,0.35834175
-0.40170467,0.79697204,0.4510753,1.0,116.74986,63.187305,2.0376697,1.1028266
-0.48940125,0.069325045,-0.8692988,1.0,171.93753,150.37726,3.0008762,2.6245785
-0.3603882,-0.9323854,-0.0278893,1.0,248.86732,91.598145,4.3435545,1.5986893
-0.7125638,0.45175636,-0.53681374,1.0,147.62581,122.466995,2.5765567,2.1374524
-0.36128098,-0.060854275,-0.93046916,1.0,189.56117,158.50806,3.3084667,2.7664876
-0.5573523,-0.3155328,-0.7679827,1.0,209.51541,140.17308,3.656734,2.446482
0.85054266,0.44179583,0.2852957,1.0,27.448635,73.42347,0.47906908,1.2814814
-0.3833988,-0.24375582,-0.8908358,1.0,212.44722,152.97845,3.7079036,2.669978
-0.63662297,-0.2526942,0.72859925,1.0,201.64957,43.230904,3.519449,0.75452167
0.5586122,0.757204,-0.338518,1.0,53.582684,109.786606,0.9351943,1.9161378
-0.39713448,0.7112389,0.5800202,1.0,119.177666,54.54804,2.0800428,0.95204294
-0.31178147,-0.1650343,-0.9357115,1.0,207.89346,159.3434,3.6284256,2.7810671
-0.1343674,-0.5933405,-0.7936576,1.0,257.24005,142.52864,4.489686,2.4875941
0.4331756,-0.5056553,-0.7461043,1.0,310.58542,138.25403,5.420738,2.4129882
0.963499,-0.114039354,-0.24220802,1.0,353.24988,104.01689,6.165374,1.8154373
-0.68413275,-0.45288253,-0.5717165,1.0,213.50378,124.87,3.726344,2.1793928
-0.7248627,0.3110641,-0.6146651,0.99999994,156.77411,127.92759,2.7362247,2.2327578
-0.7217424,0.23835857,0.64982545,1.0,161.72397,49.471558,2.8226159,0.8634416
-0.8489457,0.30428302,0.4320916,1.0,160.28107,64.39962,2.7974324,1.1239855
-0.6038054,0.39076558,-0.6947815,1.0,147.09021,134.00981,2.5672085,2.3389125
-0.058008526,0.9979075,-0.028558748,1.0,93.326866,91.63652,1.6288612,1.599359
-0.22744705,0.017157562,0.9736393,1.0,175.68604,13.1848345,3.0663,0.23011878
-0.25232244,-0.7722177,-0.5831066,1.0,251.90518,125.66934,4.396575,2.1933439
0.05288248,-0.5846437,0.8095648,1.0,275.16846,35.94656,4.802596,0.62738585
0.19694164,-0.5198071,-0.83127284,1.0,290.75043,146.2297,5.0745525,2.55219
0.96722305,0.005477862,-0.2538692,0.99999994,0.32449082,104.70659,0.0056634336,1.8274748
0.32672456,0.5333552,0.7802457,1.0,58.50905,38.71692,1.0211756,0.67573774
-0.890028,0.17314346,0.42174816,1.0,168.99135,65.05499,2.9494555,1.1354239
-0.58933765,-0.087713584,0.80311114,1.0,188.46542,36.571766,3.2893424,0.6382978
0.9823273,-0.10313772,0.15619123,1.0,354.0063,81.01411,6.1785755,1.413963
-0.6754947,0.4716822,-0.56676525,0.99999994,145.07431,124.52497,2.5320244,2.1733708
-0.12874217,-0.7607704,0.6361241,1.0,260.39505,50.496597,4.544751,0.8813319
0.8977407,0.06078654,0.4363102,1.0,3.8736174,64.13131,0.06760738,1.1193025
-0.0020892946,-0.55586326,-0.8312711,1.0,269.78464,146.22954,4.7086306,2.552187
-0.10756645,0.9589565,-0.26235846,1.0,96.40013,105.21005,1.6824998,1.8362619
0.0094705215,-0.74193317,0.67040694,1.0,270.7313,47.901516,4.725153,0.83603925
0.87051713,-0.019206256,-0.49176323,1.0,358.73608,119.456535,6.261126,2.08491
0.81496096,-0.29418433,-0.49929377,1.0,340.15143,119.95328,5.936763,2.0935798
0.31295076,0.9482949,0.052902058,1.0,71.73638,86.967514,1.2520361,1.5178696
0.0983029,-0.86973655,0.48362678,1.0,276.44855,61.07746,4.824938,1.0660028
-0.083346106,-0.9019048,0.42381728,1.0,264.7202,64.92417,4.6202397,1.1331407
0.072485805,-0.98662394,0.14601013,1.0,274.20187,81.60422,4.7857256,1.4242624
0.7614904,0.5246954,0.38056162,1.0,34.56829,67.63152,0.60333055,1.1803929
0.39403334,-0.9179279,0.046325725,1.0,293.2321,87.34478,5.1178656,1.5244541
0.2693935,-0.94880646,0.1649042,1.0,285.85077,80.50833,4.9890375,1.4051355
-0.35439724,0.23715779,0.9045213,1.0,146.2101,25.241114,2.5518477,0.44054055
-0.93895036,-0.2877531,-0.18860108,1.0,197.03835,100.871155,3.438968,1.7605338
-0.9050927,-0.40355232,-0.13398753,1.0,204.03058,97.70007,3.5610056,1.705188
0.41755193,-0.47480097,-0.77473503,0.99999994,311.32922,140.781,5.43372,2.4570923
0.40074357,0.9104607,0.10230311,1.0,66.24308,84.12819,1.1561599,1.4683139
-0.72363794,0.4694234,0.5059543,1.0,147.02855,59.60528,2.5661325,1.0403085
0.2871876,-0.2154906,-0.93332046,1.0,323.11734,158.95848,5.639462,2.774349
0.40253747,0.25039294,-0.88049245,1.0,31.883114,151.70183,0.5564653,2.6476965
-0.5555783,-0.779116,-0.29036376,1.0,234.50778,106.87973,4.092933,1.8654033
0.5721156,0.8102356,0.1272868,0.99999994,54.773697,82.68716,0.9559814,1.4431633
-0.9166857,-0.05610738,0.39565048,1.0,183.50252,66.69344,3.2027233,1.1640203
-0.1836195,0.08150943,0.97961223,1.0,156.06337,11.5894575,2.7238197,0.2022742
0.9234471,0.24864444,-0.2922695,1.0,15.06988,106.993866,0.26301903,1.8673954
0.38002566,0.9225122,0.06746671,0.99999994,67.61096,86.1315,1.1800339,1.5032784
-0.29483452,0.30039555,0.9071026,1.0,134.46472,24.892027,2.3468523,0.43444785
-0.66155964,0.17271689,0.72973126,1.0,165.36807,43.136127,2.8862176,0.7528675
0.81826687,-0.57425725,0.025844352,1.0,324.93893,88.519066,5.6712546,1.5449492
0.1281268,-0.7891698,-0.60066175,1.0,279.22186,126.9173,4.873341,2.2151248
0.8021995,-0.27429003,0.5303216,1.0,341.1233,57.972813,5.953725,1.0118165
-0.5754786,-0.41992867,0.7017722,1.0,216.11835,45.430637,3.771977,0.7929143
0.21301313,0.9699919,-0.11722247,1.0,77.61427,96.73183,1.3546247,1.6882889
-0.07967945,-0.46680248,-0.8807648,0.99999994,260.31342,151.73476,4.5433264,2.6482713
0.82053775,0.37999403,-0.42699218,1.0,24.849026,115.276825,0.43369734,2.0119603
-0.58577335,0.7303043,0.3514616,1.0,128.73291,69.42326,2.2468133,1.2116646
-0.8934744,0.0058864555,0.44907558,1.0,179.62251,63.315613,3.1350045,1.105066
0.87574923,-0.431966,0.21556585,1.0,333.74503,77.55128,5.8249497,1.3535252
0.3572941,0.61124766,0.7061991,1.0,59.692326,45.073498,1.0418277,0.786681
0.9317695,0.36254883,0.019079262,1.0,21.260866,88.90677,0.37107214,1.551716
-0.12703323,-0.65619975,0.7438175,1.0,259.04367,41.942368,4.5211654,0.7320324
0.8425977,0.16211446,0.51356405,1.0,10.890538,59.09848,0.19007576,1.0314631
-0.6696145,-0.7310394,-0.13114056,1.0,227.51106,97.53551,3.9708173,1.7023158
-0.2905305,0.35663572,-0.8879206,1.0,129.16771,152.6131,2.254402,2.6636012
0.54263914,0.6616898,-0.51740634,0.99999994,50.645477,121.15844,0.8839304,2.1146138
0.34284058,0.5305665,-0.7752158,1.0,57.130333,140.8246,0.99711245,2.457853
-0.45765376,0.09657126,-0.8838705,1.0,168.0846,152.11284,2.9336298,2.65487
-0.15796725,0.5860101,0.7947569,1.0,105.086296,37.367695,1.8341019,0.6521894
0.63383335,0.37988698,-0.67375153,1.0,30.936295,132.35727,0.53994024,2.3100703
0.9293917,-0.098610654,0.3556783,1.0,353.94345,69.16498,6.177479,1.2071567
0.07537184,0.9830898,-0.16689357,1.0,85.6158,99.607254,1.4942777,1.7384746
0.124986105,-0.88870406,0.44111627,1.0,278.0055,63.824875,4.8521113,1.1139543
0.5363299,-0.834381,-0.12711641,1.0,302.73242,97.30299,5.2836776,1.6982577
-0.44867808,-0.52257544,-0.72498477,1.0,229.35094,136.46758,4.002929,2.3818088
-0.79553276,0.14119484,0.58922976,1.0,169.93568,53.897633,2.9659374,0.9406912
-0.16440178,-0.9015792,-0.4001587,1.0,259.6657,113.588104,4.532022,1.9824865
-0.7341549,-0.46676603,0.49309847,1.0,212.44766,60.45556,3.7079115,1.0551486
0.6451854,-0.620852,0.44528484,1.0,316.10107,63.55843,5.517005,1.109304
-0.68389976,0.36170366,0.633602,0.99999994,152.12634,50.683617,2.6551058,0.88459605
0.7150146,-0.57904965,-0.39173412,1.0,320.99796,113.06244,5.6024714,1.9733119
-0.67831224,0.7342853,0.026788002,1.0,132.73088,88.46497,2.316591,1.5440052
-0.7771462,-0.21525471,-0.5913622,1.0,195.4817,126.25373,3.4117997,2.2035434
0.9518094,-0.30640665,0.01318246,0.99999994,342.15558,89.244675,5.9717417,1.5576135
-0.63526976,-0.48319304,0.60245895,1.0,217.257,52.95379,3.7918503,0.924218
0.8511811,0.13087478,0.50829375,1.0,8.741154,59.449757,0.15256192,1.0375941
-0.25177774,0.958685,0.13240507,1.0,104.71517,82.3914,1.8276247,1.4380014
-0.668756,-0.52298677,0.5284413,0.99999994,218.02644,58.0998,3.8052795,1.0140328
-0.7081447,-0.6903133,-0.14831944,1.0,224.26947,98.52954,3.9142408,1.719665
-0.061420668,-0.49189782,-0.8684838,1.0,262.8826,150.28293,4.588167,2.622932
0.40476233,0.82646525,0.3913089,1.0,63.90664,66.964035,1.1153814,1.1687429
0.67903703,0.48177558,0.5538961,0.99999994,35.355633,56.36528,0.6170722,0.98375976
-0.8705022,0.46365082,0.16508737,1.0,151.95914,80.49769,2.6521873,1.4049498
0.16293488,0.7045692,0.69067675,0.99999994,76.97898,46.31629,1.3435367,0.80837184
-0.44477144,-0.18976954,0.87530905,1.0,203.10635,28.918425,3.544875,0.50472176
-0.94255805,-0.28707683,0.17079589,1.0,196.93925,80.1659,3.4372387,1.399159
-0.7012776,0.0075938823,-0.7128478,1.0,179.37958,135.4671,3.1307645,2.364347
-0.22756825,0.075373165,-0.97084063,0.99999994,161.67455,166.12965,2.8217533,2.8995097
0.054137327,-0.16378604,-0.98500925,0.99999994,288.29062,170.06671,5.031621,2.9682243
-0.7728905,-0.4002293,0.492399,1.0,207.37668,60.50162,3.619406,1.0559525
0.25040448,-0.16164808,0.9545509,0.99999994,327.15582,17.34038,5.7099466,0.30264673
-0.03333836,-0.9164462,0.39876667,1.0,267.91663,66.4989,4.6760273,1.1606249
0.23546554,0.9687353,0.07815359,1.0,76.33834,85.517555,1.3323555,1.492563
0.6644735,-0.46827084,-0.5824066,1.0,324.8267,125.61999,5.669296,2.1924825
0.58248216,0.4581552,-0.67142266,1.0,38.187054,132.17696,0.66648984,2.3069232
-0.40740877,0.72023624,0.5614961,1.0,119.495094,55.84067,2.085583,0.97460365
0.7104031,0.16611764,0.6839096,0.99999994,13.161319,46.850082,0.22970836,0.8176882
0.55403996,0.8188839,-0.1498961,1.0,55.91853,98.6209,0.9759625,1.7212596
0.6353649,0.6169777,0.4643813,1.0,44.15883,62.32981,0.77071697,1.0878605
-0.8001869,0.11730828,0.5881665,1.0,171.65977,53.972996,2.9960284,0.9420065
-0.37828436,0.45191267,0.80788356,1.0,129.93182,36.110332,2.2677383,0.63024426
0.8431596,0.17766166,0.5074625,1.0,11.898702,59.505043,0.20767154,1.038559
0.6543395,0.6723353,-0.34612873,1.0,45.77715,110.25071,0.798962,1.924238
-0.7489098,-0.35643795,0.55864674,1.0,205.45175,56.037735,3.5858097,0.978043
-0.7798289,0.6181523,-0.098765224,1.0,141.59694,95.66807,2.471333,1.6697229
0.94865745,0.3162001,0.008158097,1.0,18.433912,89.53257,0.3217325,1.5626382
-0.22805804,-0.02331953,0.9733682,0.99999994,185.83835,13.252742,3.2434912,0.23130399
-0.4582092,0.03169147,-0.8882792,0.99999994,176.0435,152.6578,3.0725389,2.6643815
-0.2318347,0.8379855,-0.49399695,1.0,105.46448,119.60363,1.8407025,2.0874772
-0.5368788,0.2765224,0.7970549,1.0,152.74902,37.15022,2.6659734,0.6483937
-0.5811538,0.7671912,-0.27143675,0.99999994,127.14424,105.74978,2.2190857,1.8456819
0.29978243,0.8696859,-0.39214405,1.0,70.98083,113.08797,1.2388492,1.9737575
0.17620894,0.34421438,0.9222076,1.0,62.891354,22.749018,1.0976613,0.39704528
0.5259946,0.5008611,0.68736297,1.0,43.597897,46.57827,0.7609269,0.81294423
0.5788966,0.35009968,-0.7364163,0.99999994,31.164318,137.42703,0.54392,2.3985543
0.07468349,0.97180593,0.22364166,0.99999994,85.60544,77.07698,1.4940969,1.3452471
-0.18768688,0.9778833,-0.09229246,1.0,100.86475,95.2955,1.7604221,1.6632204
-0.661265,-0.7460495,-0.078349836,1.0,228.44765,94.49371,3.9871638,1.6492265
-0.48156178,-0.53825337,-0.69165134,1.0,228.1818,133.76097,3.982524,2.3345695
-0.53453815,0.6190773,0.57533664,1.0,130.80875,54.87679,2.2830434,0.9577807
0.010718999,-0.99388856,-0.10986651,1.0,270.6179,96.30762,4.7231736,1.6808851
-0.8528117,0.22928049,0.46919367,1.0,164.95172,62.018032,2.8789508,1.0824189
-0.091631204,-0.14510374,0.9851643,1.0,237.7281,9.881667,4.1491385,0.17246763
-0.120003626,-0.93418676,-0.33599743,1.0,262.68,109.633194,4.584631,1.9134604
0.64530075,0.4773077,-0.5964598,1.0,36.489113,126.61675,0.6368552,2.2098794
-0.75277627,-0.60839206,-0.2513703,1.0,218.94507,104.55862,3.8213124,1.8248922
0.51077455,0.20693897,0.8344373,1.0,22.0552,33.442703,0.3849359,0.58368534
0.6308888,0.45316604,0.6297776,1.0,35.6896,50.96628,0.6229011,0.88952947
0.6928086,-0.20711094,0.6907397,1.0,343.35626,46.31131,5.9926977,0.8082849
0.17363273,-0.9138503,-0.36705497,1.0,280.75803,111.5341,4.900152,1.9466374
-0.51065236,0.5269645,-0.6793693,1.0,134.09933,132.79437,2.340475,2.3176992
0.10050079,0.120068714,-0.9876655,0.99999994,50.069748,170.99164,0.873882,2.9843674
0.52587974,-0.029277237,-0.8500549,1.0,356.81345,148.21764,6.22757,2.586886
-0.3040053,-0.26235276,-0.91583395,1.0,220.79378,156.32443,3.8535786,2.7283762
0.56602275,0.36517686,-0.7390968,1.0,32.828606,137.65453,0.5729673,2.402525
0.5156734,-0.42645055,0.7431156,0.99999994,320.41,42.002495,5.59221,0.7330819
-0.2636961,-0.3414789,0.90213996,1.0,232.32404,25.559202,4.0548196,0.44609225
-0.51968986,0.49627396,-0.69543844,1.0,136.32033,134.06216,2.3792386,2.3398263
-0.88205236,-0.3335269,-0.3327813,1.0,200.71289,109.43767,3.503101,1.9100478
-0.38690764,0.43397123,-0.8136163,1.0,131.71863,144.45076,2.298924,2.5211415
0.14389156,0.79508066,-0.5891875,1.0,79.7418,126.099365,1.391757,2.2008493
0.60234267,0.7713518,0.20542559,1.0,52.014,78.145584,0.9078156,1.3638978
-0.37471068,-0.2735992,-0.88585293,1.0,216.13547,152.35666,3.7722757,2.6591256
0.048010178,0.07637166,-0.99592286,0.99999994,57.844944,174.8244,1.0095848,3.0512617
-0.76846796,0.14450663,-0.6233577,1.0,169.35017,128.56175,2.9557183,2.243826
-0.070066825,-0.89609486,0.4382974,0.99999994,265.52905,64.0047,4.6343565,1.1170928
0.16508405,0.89115345,-0.42260244,1.0,79.505066,114.999,1.3876252,2.0071113
0.9690939,-0.017683605,0.24605753,1.0,358.9546,75.75566,6.26494,1.3221858
-0.8491669,-0.14126839,0.5088799,1.0,189.44528,59.41075,3.3064442,1.0369133
0.4300948,-0.57558864,-0.69549704,0.99999994,306.76804,134.06683,5.3541126,2.339908
0.13850762,-0.9844358,-0.10817495,1.0,278.0088,96.21011,4.852169,1.6791834
0.23639931,-0.047097415,0.9705139,1.0,348.73257,13.948238,6.086532,0.2434427
0.08341837,0.47342488,0.8768753,1.0,80.00694,28.732302,1.3963847,0.5014733
-0.66180587,0.7289594,-0.1750178,1.0,132.2356,100.07969,2.3079467,1.7467202
-0.53073406,-0.6580313,0.53415,1.0,231.11214,57.713715,4.033668,1.0072944
0.040640984,-0.9001114,0.43376008,1.0,272.58517,64.29358,4.757509,1.1221347
0.08621396,0.024689512,-0.99597067,0.99999994,15.980381,174.85486,0.27891028,3.051793
-0.29354763,-0.77133584,-0.5646865,1.0,249.16463,124.38052,4.3487434,2.1708498
0.05179062,-0.80749863,-0.5875914,1.0,273.66977,125.986275,4.7764387,2.1988754
0.40186718,0.7990048,-0.44731885,1.0,63.299442,116.571785,1.1047838,2.0345616
-0.054827917,0.420678,0.90555173,1.0,97.42563,25.102304,1.7003981,0.4381179
0.19212118,-0.6685422,-0.7184294,1.0,286.03323,135.92496,4.992222,2.372338
0.3451103,0.92725074,0.14527546,1.0,69.5854,81.64677,1.2144945,1.425005
0.53912705,-0.2125548,0.8149617,1.0,338.4828,35.416424,5.9076395,0.61813325
-0.9802945,0.14515,0.13399318,1.0,171.57755,82.2996,2.9945931,1.436399
-0.3201919,0.74138355,0.58976907,1.0,113.35875,53.859375,1.9784836,0.9400235
0.41475946,-0.8632119,-0.2878189,1.0,295.6635,106.72742,5.160302,1.8627449
0.4256894,-0.25366807,-0.86858565,1.0,329.20932,150.2947,5.7457867,2.6231375
-0.8491153,0.3428704,0.4017998,1.0,158.01128,66.30926,2.7578173,1.1573149
0.45100853,-0.6528973,0.6085363,1.0,304.63593,52.516254,5.3169003,0.9165816
0.13205965,-0.48236382,-0.8659592,1.0,285.31104,149.99242,4.979617,2.6178617
-0.8780436,-0.21595776,0.42708516,1.0,193.81781,64.717285,3.382759,1.1295297
0.5357505,0.56749374,0.62523776,1.0,46.648094,51.300358,0.81416285,0.89536023
0.47880045,-0.19909562,-0.8550503,1.0,337.4214,148.76529,5.8891144,2.5964444
-0.57423866,-0.79352933,-0.20139791,0.99999994,234.10855,101.61871,4.085965,1.7735813
0.9063495,0.40567574,0.118143246,0.99999994,24.112957,83.215034,0.42085052,1.4523765
-0.123203784,0.32310626,-0.93830866,0.99999994,110.87237,159.76944,1.9350879,2.788503
0.688204,0.7205813,0.08448586,0.99999994,46.316566,85.153534,0.8083766,1.4862096
-0.73734224,0.43824947,-0.514066,1.0,149.27428,120.935036,2.6053278,2.1107147
0.65828675,-0.0032437728,-0.7527603,1.0,359.71765,138.83005,6.278258,2.4230416
0.10891857,0.07955124,-0.9908624,1.0,36.143402,172.24852,0.6308214,3.006304
-0.480452,-0.6037919,0.6360827,1.0,231.48985,50.49967,4.0402603,0.8813855
-0.77672124,-0.19239749,0.5997394,1.0,193.9124,53.148766,3.38441,0.927621
-0.18305981,-0.7003598,-0.6899168,0.99999994,255.35175,133.62352,4.456729,2.3321705
-0.24916978,0.21434724,0.94444144,0.99999994,139.29637,19.188648,2.4311805,0.33490512
0.6077526,0.5924195,-0.52884394,1.0,44.26804,121.92737,0.77262306,2.128034
-0.26781914,-0.8169527,0.5107457,1.0,251.84944,59.28649,4.395602,1.0347445
0.1378205,-0.89843124,0.4169255,1.0,278.72125,65.35937,4.864604,1.1407362
0.81256944,0.28518945,-0.50832856,1.0,19.339666,120.55256,0.33754086,2.1040392
0.71571827,0.23376216,0.6581053,1.0,18.087656,48.844467,0.31568918,0.8524968
0.8022278,0.22597362,0.5525997,0.99999994,15.731605,56.45445,0.27456832,0.98531604
-0.979318,0.013641877,0.20186651,0.99999994,179.20192,78.35387,3.1276636,1.3675331
0.6096663,-0.41043139,-0.67812467,0.99999994,326.0513,132.69728,5.690669,2.3160045
0.76029944,0.64742136,0.052823544,1.0,40.415546,86.97202,0.7053844,1.5179483
-0.514508,-0.47606224,0.71319443,1.0,222.77736,44.504574,3.8881986,0.7767514
-0.33217436,-0.927829,0.16968659,1.0,250.302,80.2304,4.368594,1.4002848
0.5230987,-0.38403174,0.7608465,1.0,323.71582,40.461117,5.649907,0.70617974
-0.15085724,-0.95255697,-0.2643431,0.99999994,261.00073,105.32793,4.5553226,1.8383192
0.667061,0.21145156,0.71436536,1.0,17.588087,44.408783,0.30697003,0.77507955
-0.56634337,0.16713335,0.807045,1.0,163.55817,36.191784,2.8546286,0.6316658
-0.98828506,0.13607742,0.06910513,1.0,172.1602,86.03741,3.0047626,1.5016361
-0.5134933,0.6312993,-0.58119345,1.0,129.1246,125.53452,2.2536495,2.190991
0.6974704,0.33814004,-0.6318199,1.0,25.86453,129.18451,0.45142123,2.2546952
0.39869052,-0.9054463,-0.14564663,1.0,293.76508,98.374725,5.127168,1.7169629
0.8789997,-0.094675444,0.4673287,1.0,353.85248,62.13896,6.175891,1.0845295
-0.5087899,0.4447913,0.7370845,1.0,138.83958,42.516346,2.423208,0.7420503
-0.33519492,0.5727463,-0.7480682,1.0,120.337944,138.42331,2.1002934,2.4159427
-0.066196464,-0.96346307,-0.2595321,0.99999994,266.06958,105.0423,4.6437902,1.8333341
-0.98322576,-0.15095742,0.10236649,1.0,188.72862,84.12454,3.293936,1.4682503
0.27791014,-0.2231486,0.934329,1.0,321.23718,20.879993,5.606647,0.36442465
-0.71722144,-0.5706467,-0.3999447,1.0,218.50699,113.574715,3.8136666,1.9822528
0.91894686,-0.3243938,0.22428852,1.0,340.55664,77.038956,5.9438353,1.3445835
0.88190377,-0.006804335,-0.4713804,1.0,359.55795,118.12393,6.2754703,2.0616517
-0.5480123,-0.39121753,0.7393452,1.0,215.52246,42.32433,3.7615767,0.73869896
0.8431138,0.46990666,0.26143244,1.0,29.132961,74.844925,0.5084661,1.3062904
-0.36890417,0.1719695,-0.9134201,1.0,155.0068,155.98235,2.7053792,2.7224057
-0.23729405,0.5949791,-0.76791364,1.0,111.74348,140.1669,1.9502916,2.4463742
-0.6109639,-0.7845047,-0.10618644,1.0,232.08891,96.09553,4.050716,1.6771834
-0.32499814,0.831385,-0.4507496,1.0,111.351105,116.79179,1.9434435,2.0384014
-0.13357951,-0.9662674,-0.22019032,1.0,262.12915,102.72021,4.575017,1.7928059
-0.5773278,-0.67751753,-0.4557002,1.0,229.56494,117.10999,4.0066643,2.043955
-0.7475895,0.6044706,0.27518207,1.0,141.0424,74.02713,2.4616544,1.2920172
-0.20447735,0.29675907,-0.93280387,1.0,124.56819,158.87619,2.1741252,2.7729127
-0.8834959,0.38402867,-0.26824796,1.0,156.5069,105.560036,2.7315607,1.8423703
0.89915645,-0.05042318,-0.4347127,1.0,356.79028,115.76701,6.2271657,2.0205157
0.6328577,0.5418899,0.5530339,1.0,40.572075,56.4246,0.70811635,0.9847951
0.13138573,-0.07676468,-0.9883547,1.0,329.70355,171.24742,5.7544127,2.9888315
-0.7358716,-0.158249,0.65836936,1.0,192.1366,48.82437,3.3534164,0.8521461
0.7777758,0.53914243,0.32309476,1.0,34.729115,71.14981,0.6061374,1.2417985
-0.41736692,0.6952834,0.5851374,1.0,120.97568,54.187298,2.111424,0.94574684
0.9936319,0.022315169,-0.11044334,1.0,1.2865429,96.34087,0.02245441,1.6814655
0.770424,0.43598318,-0.46515104,0.99999994,29.505535,117.72,0.51496875,2.0546017
0.5935289,-0.6480689,0.47721082,1.0,312.48477,61.4966,5.4538884,1.0733182
-0.20022425,-0.88094664,0.42876944,0.99999994,257.19516,64.610504,4.4889026,1.1276661
-0.03612337,-0.5053449,-0.862161,0.99999994,265.9113,149.5601,4.641028,2.6103163
0.41040733,-0.859881,-0.30359605,1.0,295.51437,107.67372,5.157699,1.879261
-0.13659444,0.6150727,-0.77654845,1.0,102.52096,140.94563,1.7893283,2.4599655
-0.06636024,0.9617514,-0.26576406,1.0,93.94711,105.41235,1.6396866,1.8397927
0.3766789,0.7098957,-0.59511435,0.99999994,62.049053,126.520775,1.0829604,2.2082043
-0.6229532,0.78202164,-0.019274341,1.0,128.54059,91.10441,2.2434566,1.5900719
-0.39713857,-0.1244392,0.90928316,1.0,197.39783,24.593523,3.4452422,0.42923796
-0.4916895,-0.8321681,0.25639352,1.0,239.42314,75.14382,4.1787224,1.3115072
-0.03366702,0.65924597,0.75117326,1.0,92.92349,41.307888,1.621821,0.7209587
-0.06152104,0.3579387,0.9317162,1.0,99.75248,21.296059,1.7410092,0.37168637
-0.0026426665,0.06888437,0.9976212,1.0,92.19701,3.9527984,1.6091413,0.06898935
-0.327893,-0.048813496,-0.94345295,1.0,188.46745,160.63976,3.2893777,2.8036928
-0.19202864,0.58170253,0.7904095,1.0,108.26882,37.7762,1.8896475,0.6593191
0.7607381,-0.61338747,0.2122107,1.0,321.12057,77.74806,5.6046114,1.3569597
-0.08033299,0.5061929,-0.8586707,1.0,99.01765,149.16766,1.7281841,2.603467
-0.16661064,0.50606525,-0.8462499,1.0,108.22297,147.80609,1.8888472,2.579703
0.46589175,0.1932215,0.8634873,1.0,22.525482,30.289576,0.39314386,0.52865285
0.68383366,-0.65354204,-0.32442924,1.0,316.29752,108.93099,5.5204334,1.9012046
0.26269546,0.01852348,0.964701,1.0,4.0334287,15.268791,0.07039662,0.2664907
-0.3469184,-0.3170087,0.8826965,1.0,222.42058,28.030624,3.8819716,0.48922673
-0.34255022,0.41286683,-0.84391963,1.0,129.68205,147.55637,2.2633789,2.5753446
0.20627536,-0.96454215,-0.16464779,1.0,282.07132,99.47677,4.923074,1.7361972
0.2398181,-0.864262,0.4421974,1.0,285.50842,63.75583,4.9830623,1.1127492
0.87360823,-0.46878898,-0.13055857,1.0,331.78143,97.50187,5.790679,1.7017287
0.72737795,-0.6853104,-0.03564999,1.0,316.70566,92.04302,5.527557,1.6064539
0.9826116,-0.0025703246,-0.18565509,1.0,359.8501,100.699326,6.2805696,1.7575349
0.13219085,0.59252536,-0.79463154,1.0,77.423416,142.62047,1.3512936,2.4891968
